Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	InSPI2_R1	InSPI2_R2	LSP_R1	LSP_R2
sense	NC_016810.1	Protein Homology	CDS	37103	38674	.	-	0	ID=cds-WP_000262866.1;Parent=gene-SL1344_RS00170;Dbxref=GenBank:WP_000262866.1;Name=WP_000262866.1;Ontology_term=GO:0009166,GO:0000166,GO:0008253,GO:0042578,GO:0046872;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,5'-nucleotidase activity|0008253||IEA,phosphoric ester hydrolase activity|0042578||IEA,metal ion binding|0046872||IEA;go_process=nucleotide catabolic process|0009166||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459038.1;locus_tag=SL1344_RS00170;product=bifunctional metallophosphatase/5'-nucleotidase;protein_id=WP_000262866.1;transl_table=11	0.6118209964083464	0.7309895384768456	0.4444650048029466	0.3281261782600904
sense	NC_016810.1	RefSeq	gene	38773	39534	.	-	.	ID=gene-SL1344_RS00175;Name=SL1344_RS00175;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS00175;old_locus_tag=SL1344_0035	0.0	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	38773	39534	.	-	0	ID=cds-WP_000791534.1;Parent=gene-SL1344_RS00175;Dbxref=GenBank:WP_000791534.1;Name=WP_000791534.1;Ontology_term=GO:0009279;gbkey=CDS;go_component=cell outer membrane|0009279||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459039.1;locus_tag=SL1344_RS00175;product=outer membrane protein OmpK;protein_id=WP_000791534.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	40131	41624	.	+	.	ID=gene-SL1344_RS00180;Name=SL1344_RS00180;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS00180;old_locus_tag=SL1344_0036	0.24524322212122662	0.256384550309148	0.9353400101074058	1.1508575462402098
sense	NC_016810.1	Protein Homology	CDS	40131	41624	.	+	0	ID=cds-WP_000831880.1;Parent=gene-SL1344_RS00180;Dbxref=GenBank:WP_000831880.1;Name=WP_000831880.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459040.1;locus_tag=SL1344_RS00180;product=sulfatase;protein_id=WP_000831880.1;transl_table=11	0.24524322212122662	0.256384550309148	0.9353400101074058	1.1508575462402098
sense	NC_016810.1	RefSeq	gene	41723	42913	.	+	.	ID=gene-SL1344_RS00185;Name=SL1344_RS00185;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS00185;old_locus_tag=SL1344_0037	0.1538175373002152	0.3216108464835156	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	41723	42913	.	+	0	ID=cds-WP_000971148.1;Parent=gene-SL1344_RS00185;Dbxref=GenBank:WP_000971148.1;Name=WP_000971148.1;Ontology_term=GO:0018209,GO:0046500,GO:0016491,GO:0051539;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;go_process=peptidyl-serine modification|0018209||IEA,S-adenosylmethionine metabolic process|0046500||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459041.1;locus_tag=SL1344_RS00185;product=anaerobic sulfatase maturase;protein_id=WP_000971148.1;transl_table=11	0.1538175373002152	0.3216108464835156	0.0	0.0
sense	NC_016810.1	RefSeq	gene	42932	44185	.	+	.	ID=gene-SL1344_RS00190;Name=SL1344_RS00190;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS00190;old_locus_tag=SL1344_0038	0.0	0.0	0.09286270435276875	0.0
sense	NC_016810.1	Protein Homology	CDS	42932	44185	.	+	0	ID=cds-WP_001055835.1;Parent=gene-SL1344_RS00190;Dbxref=GenBank:WP_001055835.1;Name=WP_001055835.1;Ontology_term=GO:0003677,GO:0008270;gbkey=CDS;go_function=DNA binding|0003677||IEA,zinc ion binding|0008270||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459042.1;locus_tag=SL1344_RS00190;product=transposase-like zinc-binding domain-containing protein;protein_id=WP_001055835.1;transl_table=11	0.0	0.0	0.09286270435276875	0.0
sense	NC_016810.1	RefSeq	gene	44312	46027	.	+	.	ID=gene-SL1344_RS00195;Name=SL1344_RS00195;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS00195;old_locus_tag=SL1344_0039	0.9074427965377204	0.11160795983737386	0.6786120702702332	0.6011822287003055
sense	NC_016810.1	Protein Homology	CDS	44312	46027	.	+	0	ID=cds-WP_001094892.1;Parent=gene-SL1344_RS00195;Dbxref=GenBank:WP_001094892.1;Name=WP_001094892.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459043.1;locus_tag=SL1344_RS00195;product=aryl-sulfate sulfotransferase;protein_id=WP_001094892.1;transl_table=11	0.9074427965377204	0.11160795983737386	0.6786120702702332	0.6011822287003055
sense	NC_016810.1	RefSeq	gene	46190	47356	.	+	.	ID=gene-SL1344_RS00200;Name=nhaA;gbkey=Gene;gene=nhaA;gene_biotype=protein_coding;locus_tag=SL1344_RS00200;old_locus_tag=SL1344_0040	2.904146279438126	3.0524920470482972	0.5987137853900875	0.5893337357610534
sense	NC_016810.1	Protein Homology	CDS	46190	47356	.	+	0	ID=cds-WP_000681340.1;Parent=gene-SL1344_RS00200;Dbxref=GenBank:WP_000681340.1;Name=WP_000681340.1;Ontology_term=GO:0006814,GO:0006885,GO:0015385,GO:0016020;gbkey=CDS;gene=nhaA;go_component=membrane|0016020||IEA;go_function=sodium:proton antiporter activity|0015385||IEA;go_process=sodium ion transport|0006814||IEA,regulation of pH|0006885||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459044.1;locus_tag=SL1344_RS00200;product=Na+/H+ antiporter NhaA;protein_id=WP_000681340.1;transl_table=11	2.904146279438126	3.0524920470482972	0.5987137853900875	0.5893337357610534
sense	NC_016810.1	RefSeq	gene	47418	48317	.	+	.	ID=gene-SL1344_RS00205;Name=nhaR;gbkey=Gene;gene=nhaR;gene_biotype=protein_coding;locus_tag=SL1344_RS00205;old_locus_tag=SL1344_0041	1.5266390577046356	2.68126962713307	0.2587774027963822	0.0
sense	NC_016810.1	Protein Homology	CDS	47418	48317	.	+	0	ID=cds-WP_000062872.1;Parent=gene-SL1344_RS00205;Dbxref=GenBank:WP_000062872.1;Name=WP_000062872.1;Ontology_term=GO:0006355,GO:0003700;gbkey=CDS;gene=nhaR;go_function=DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459045.1;locus_tag=SL1344_RS00205;product=transcriptional activator NhaR;protein_id=WP_000062872.1;transl_table=11	1.5266390577046356	2.68126962713307	0.2587774027963822	0.0
sense	NC_016810.1	RefSeq	gene	48372	50411	.	-	.	ID=gene-SL1344_RS00210;Name=SL1344_RS00210;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS00210;old_locus_tag=SL1344_0042	0.20205516940208415	0.28164596923666696	0.17124975185054708	0.0
sense	NC_016810.1	Protein Homology	CDS	48372	50411	.	-	0	ID=cds-WP_001116457.1;Parent=gene-SL1344_RS00210;Dbxref=GenBank:WP_001116457.1;Name=WP_001116457.1;Ontology_term=GO:0005975,GO:0004553;gbkey=CDS;go_function=hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA;go_process=carbohydrate metabolic process|0005975||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459046.1;locus_tag=SL1344_RS00210;product=TIM-barrel domain-containing protein;protein_id=WP_001116457.1;transl_table=11	0.20205516940208415	0.28164596923666696	0.17124975185054708	0.0
sense	NC_016810.1	RefSeq	gene	50451	51824	.	-	.	ID=gene-SL1344_RS00215;Name=SL1344_RS00215;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS00215;old_locus_tag=SL1344_0043	0.0	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	50451	51824	.	-	0	ID=cds-WP_000099996.1;Parent=gene-SL1344_RS00215;Dbxref=GenBank:WP_000099996.1;Name=WP_000099996.1;Ontology_term=GO:0055085,GO:0022857,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459047.1;locus_tag=SL1344_RS00215;product=MFS transporter;protein_id=WP_000099996.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	52280	52543	.	-	.	ID=gene-SL1344_RS00220;Name=rpsT;gbkey=Gene;gene=rpsT;gene_biotype=protein_coding;locus_tag=SL1344_RS00220;old_locus_tag=SL1344_0044	204.53493739020064	307.95426318127386	3.969880611080864	5.861526729827978
sense	NC_016810.1	Protein Homology	CDS	52280	52543	.	-	0	ID=cds-WP_001518655.1;Parent=gene-SL1344_RS00220;Dbxref=GenBank:WP_001518655.1;Name=WP_001518655.1;Ontology_term=GO:0006412,GO:0003723,GO:0003735,GO:0005840;gbkey=CDS;gene=rpsT;go_component=ribosome|0005840||IEA;go_function=RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006117633.1;locus_tag=SL1344_RS00220;product=30S ribosomal protein S20;protein_id=WP_001518655.1;transl_table=11	204.53493739020064	307.95426318127386	3.969880611080864	5.861526729827978
sense	NC_016810.1	RefSeq	gene	52649	52864	.	+	.	ID=gene-SL1344_RS00225;Name=SL1344_RS00225;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS00225;old_locus_tag=SL1344_0045	0.9329460908194998	0.5319979418914821	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	52649	52864	.	+	0	ID=cds-WP_001575565.1;Parent=gene-SL1344_RS00225;Dbxref=GenBank:WP_001575565.1;Name=WP_001575565.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459049.1;locus_tag=SL1344_RS00225;product=YaaY family protein;protein_id=WP_001575565.1;transl_table=11	0.9329460908194998	0.5319979418914821	0.0	0.0
sense	NC_016810.1	RefSeq	gene	52872	53810	.	+	.	ID=gene-SL1344_RS00230;Name=ribF;gbkey=Gene;gene=ribF;gene_biotype=protein_coding;locus_tag=SL1344_RS00230;old_locus_tag=SL1344_0046	4.604304378508554	2.8962443865274294	0.24802945954924815	0.0
sense	NC_016810.1	Protein Homology	CDS	52872	53810	.	+	0	ID=cds-WP_000767311.1;Parent=gene-SL1344_RS00230;Dbxref=GenBank:WP_000767311.1;Name=WP_000767311.1;Ontology_term=GO:0003919;gbkey=CDS;gene=ribF;go_function=FMN adenylyltransferase activity|0003919||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459050.1;locus_tag=SL1344_RS00230;product=bifunctional riboflavin kinase/FAD synthetase;protein_id=WP_000767311.1;transl_table=11	4.604304378508554	2.8962443865274294	0.24802945954924815	0.0
sense	NC_016810.1	RefSeq	gene	53855	56689	.	+	.	ID=gene-SL1344_RS00235;Name=ileS;gbkey=Gene;gene=ileS;gene_biotype=protein_coding;locus_tag=SL1344_RS00235;old_locus_tag=SL1344_0047	3.8190208808611215	2.648167532970934	0.10679702337628474	0.07277803911461898
sense	NC_016810.1	Protein Homology	CDS	53855	56689	.	+	0	ID=cds-WP_001737973.1;Parent=gene-SL1344_RS00235;Dbxref=GenBank:WP_001737973.1;Name=WP_001737973.1;Ontology_term=GO:0006428,GO:0000166,GO:0004822,GO:0005524;gbkey=CDS;gene=ileS;go_function=nucleotide binding|0000166||IEA,isoleucine-tRNA ligase activity|0004822||IEA,ATP binding|0005524||IEA;go_process=isoleucyl-tRNA aminoacylation|0006428||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459051.1;locus_tag=SL1344_RS00235;product=isoleucine--tRNA ligase;protein_id=WP_001737973.1;transl_table=11	3.8190208808611215	2.648167532970934	0.10679702337628474	0.07277803911461898
sense	NC_016810.1	RefSeq	gene	56689	57189	.	+	.	ID=gene-SL1344_RS00240;Name=lspA;gbkey=Gene;gene=lspA;gene_biotype=protein_coding;locus_tag=SL1344_RS00240;old_locus_tag=SL1344_0048	7.349807199967233	10.168487607889885	1.766504426274705	1.7845872465530823
sense	NC_016810.1	Protein Homology	CDS	56689	57189	.	+	0	ID=cds-WP_000042739.1;Parent=gene-SL1344_RS00240;Dbxref=GenBank:WP_000042739.1;Name=WP_000042739.1;Ontology_term=GO:0006508,GO:0009306,GO:0004190,GO:0005886;gbkey=CDS;gene=lspA;go_component=plasma membrane|0005886||IEA;go_function=aspartic-type endopeptidase activity|0004190||IEA;go_process=proteolysis|0006508||IEA,protein secretion|0009306||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459052.1;locus_tag=SL1344_RS00240;product=signal peptidase II;protein_id=WP_000042739.1;transl_table=11	7.349807199967233	10.168487607889885	1.766504426274705	1.7845872465530823
sense	NC_016810.1	RefSeq	gene	57344	57793	.	+	.	ID=gene-SL1344_RS00245;Name=fkpB;gbkey=Gene;gene=fkpB;gene_biotype=protein_coding;locus_tag=SL1344_RS00245;old_locus_tag=SL1344_0049	2.9311469907929015	1.19167538983692	0.5175548055927645	0.7641694107034993
sense	NC_016810.1	Protein Homology	CDS	57344	57793	.	+	0	ID=cds-WP_000047269.1;Parent=gene-SL1344_RS00245;Dbxref=GenBank:WP_000047269.1;Name=WP_000047269.1;Ontology_term=GO:0003755;gbkey=CDS;gene=fkpB;go_function=peptidyl-prolyl cis-trans isomerase activity|0003755||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459053.1;locus_tag=SL1344_RS00245;product=FKBP-type peptidyl-prolyl cis-trans isomerase;protein_id=WP_000047269.1;transl_table=11	2.9311469907929015	1.19167538983692	0.5175548055927645	0.7641694107034993
sense	NC_016810.1	RefSeq	gene	57796	58746	.	+	.	ID=gene-SL1344_RS00250;Name=ispH;gbkey=Gene;gene=ispH;gene_biotype=protein_coding;gene_synonym=lytB;locus_tag=SL1344_RS00250;old_locus_tag=SL1344_0050	3.024382738922749	2.3763693555783556	0.12244987514024397	0.0
sense	NC_016810.1	Protein Homology	CDS	57796	58746	.	+	0	ID=cds-WP_001166422.1;Parent=gene-SL1344_RS00250;Dbxref=GenBank:WP_001166422.1;Name=WP_001166422.1;Ontology_term=GO:0019288,GO:0050992,GO:0046872,GO:0051745;gbkey=CDS;gene=ispH;go_function=metal ion binding|0046872||IEA,4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity|0051745||IEA;go_process=isopentenyl diphosphate biosynthetic process%2C methylerythritol 4-phosphate pathway|0019288||IEA,dimethylallyl diphosphate biosynthetic process|0050992||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005124087.1;locus_tag=SL1344_RS00250;product=4-hydroxy-3-methylbut-2-enyl diphosphate reductase;protein_id=WP_001166422.1;transl_table=11	3.024382738922749	2.3763693555783556	0.12244987514024397	0.0
sense	NC_016810.1	RefSeq	gene	58946	60148	.	+	.	ID=gene-SL1344_RS00255;Name=SL1344_RS00255;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS00255;old_locus_tag=SL1344_0051	0.5025345526608775	0.6686457923025112	0.25167877079947404	0.28584890674694485
sense	NC_016810.1	Protein Homology	CDS	58946	60148	.	+	0	ID=cds-WP_000516322.1;Parent=gene-SL1344_RS00255;Dbxref=GenBank:WP_000516322.1;Name=WP_000516322.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459055.1;locus_tag=SL1344_RS00255;product=XAC2610-related protein;protein_id=WP_000516322.1;transl_table=11	0.5025345526608775	0.6686457923025112	0.25167877079947404	0.28584890674694485
sense	NC_016810.1	RefSeq	gene	60164	61084	.	+	.	ID=gene-SL1344_RS00260;Name=rihC;gbkey=Gene;gene=rihC;gene_biotype=protein_coding;locus_tag=SL1344_RS00260;old_locus_tag=SL1344_0052	0.35803912753984946	0.2495364939165258	0.07586308225301108	0.0
sense	NC_016810.1	Protein Homology	CDS	60164	61084	.	+	0	ID=cds-WP_000127283.1;Parent=gene-SL1344_RS00260;Dbxref=GenBank:WP_000127283.1;Name=WP_000127283.1;Ontology_term=GO:0016799;gbkey=CDS;gene=rihC;go_function=hydrolase activity%2C hydrolyzing N-glycosyl compounds|0016799||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459056.1;locus_tag=SL1344_RS00260;product=ribonucleoside hydrolase RihC;protein_id=WP_000127283.1;transl_table=11	0.35803912753984946	0.2495364939165258	0.07586308225301108	0.0
sense	NC_016810.1	RefSeq	gene	61106	61792	.	-	.	ID=gene-SL1344_RS00265;Name=SL1344_RS00265;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS00265;old_locus_tag=SL1344_0053	0.09999819155270541	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	61106	61792	.	-	0	ID=cds-WP_000377406.1;Parent=gene-SL1344_RS00265;Dbxref=GenBank:WP_000377406.1;Name=WP_000377406.1;Ontology_term=GO:0000160;gbkey=CDS;go_process=phosphorelay signal transduction system|0000160||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459057.1;locus_tag=SL1344_RS00265;product=response regulator;protein_id=WP_000377406.1;transl_table=11	0.09999819155270541	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	61794	63413	.	-	.	ID=gene-SL1344_RS00270;Name=SL1344_RS00270;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS00270;old_locus_tag=SL1344_0054	0.8057261693441133	0.3546652945943214	0.7547674248227816	0.31840392112645804
sense	NC_016810.1	Protein Homology	CDS	61794	63413	.	-	0	ID=cds-WP_001737977.1;Parent=gene-SL1344_RS00270;Dbxref=GenBank:WP_001737977.1;Name=WP_001737977.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459058.1;locus_tag=SL1344_RS00270;product=ATP-binding protein;protein_id=WP_001737977.1;transl_table=11	0.8057261693441133	0.3546652945943214	0.7547674248227816	0.31840392112645804
sense	NC_016810.1	RefSeq	gene	63548	64849	.	-	.	ID=gene-SL1344_RS00275;Name=SL1344_RS00275;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS00275;old_locus_tag=SL1344_0055	0.05276402273172705	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	63548	64849	.	-	0	ID=cds-WP_000444828.1;Parent=gene-SL1344_RS00275;Dbxref=GenBank:WP_000444828.1;Name=WP_000444828.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459059.1;locus_tag=SL1344_RS00275;product=oxalacetate decarboxylase subunit beta;protein_id=WP_000444828.1;transl_table=11	0.05276402273172705	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	64862	66637	.	-	.	ID=gene-SL1344_RS00280;Name=oadA;gbkey=Gene;gene=oadA;gene_biotype=protein_coding;locus_tag=SL1344_RS00280;old_locus_tag=SL1344_0056	0.14183302056377528	0.0539187103268394	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	64862	66637	.	-	0	ID=cds-WP_000150421.1;Parent=gene-SL1344_RS00280;Dbxref=GenBank:WP_000150421.1;Name=WP_000150421.1;Ontology_term=GO:0006814,GO:0008948,GO:0015081;gbkey=CDS;gene=oadA;go_function=oxaloacetate decarboxylase activity|0008948||IEA,sodium ion transmembrane transporter activity|0015081||IEA;go_process=sodium ion transport|0006814||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459060.1;locus_tag=SL1344_RS00280;product=sodium-extruding oxaloacetate decarboxylase subunit alpha;protein_id=WP_000150421.1;transl_table=11	0.14183302056377528	0.0539187103268394	0.0	0.0
sense	NC_016810.1	RefSeq	gene	66654	66893	.	-	.	ID=gene-SL1344_RS00285;Name=SL1344_RS00285;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS00285;old_locus_tag=SL1344_0057	0.0	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	66654	66893	.	-	0	ID=cds-WP_001001154.1;Parent=gene-SL1344_RS00285;Dbxref=GenBank:WP_001001154.1;Name=WP_001001154.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459061.1;locus_tag=SL1344_RS00285;product=oxaloacetate decarboxylase subunit gamma;protein_id=WP_001001154.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	67052	68392	.	-	.	ID=gene-SL1344_RS00290;Name=citS;gbkey=Gene;gene=citS;gene_biotype=protein_coding;locus_tag=SL1344_RS00290;old_locus_tag=SL1344_0058	0.0	0.0	0.0	0.38464903223330504
sense	NC_016810.1	Protein Homology	CDS	67052	68392	.	-	0	ID=cds-WP_000183602.1;Parent=gene-SL1344_RS00290;Dbxref=GenBank:WP_000183602.1;Name=WP_000183602.1;Ontology_term=GO:0006101,GO:0006814,GO:0008514,GO:0015293;gbkey=CDS;gene=citS;go_function=organic anion transmembrane transporter activity|0008514||IEA,symporter activity|0015293||IEA;go_process=citrate metabolic process|0006101||IEA,sodium ion transport|0006814||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459062.1;locus_tag=SL1344_RS00290;product=citrate/sodium symporter CitS;protein_id=WP_000183602.1;transl_table=11	0.0	0.0	0.0	0.38464903223330504
sense	NC_016810.1	RefSeq	gene	68637	69683	.	+	.	ID=gene-SL1344_RS00295;Name=citC;gbkey=Gene;gene=citC;gene_biotype=protein_coding;locus_tag=SL1344_RS00295;old_locus_tag=SL1344_0059	0.0	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	68637	69683	.	+	0	ID=cds-WP_001181452.1;Parent=gene-SL1344_RS00295;Dbxref=GenBank:WP_001181452.1;Name=WP_001181452.1;Ontology_term=GO:0006101,GO:0008771;gbkey=CDS;gene=citC;go_function=[citrate (pro-3S)-lyase] ligase activity|0008771||IEA;go_process=citrate metabolic process|0006101||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459063.1;locus_tag=SL1344_RS00295;product=[citrate (pro-3S)-lyase] ligase;protein_id=WP_001181452.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	69713	70006	.	+	.	ID=gene-SL1344_RS00300;Name=citD;gbkey=Gene;gene=citD;gene_biotype=protein_coding;locus_tag=SL1344_RS00300;old_locus_tag=SL1344_0060	0.18693539482097582	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	69713	70006	.	+	0	ID=cds-WP_000691461.1;Parent=gene-SL1344_RS00300;Dbxref=GenBank:WP_000691461.1;Name=WP_000691461.1;Ontology_term=GO:0006113,GO:0008815,GO:0005737,GO:0009346;gbkey=CDS;gene=citD;go_component=cytoplasm|0005737||IEA,ATP-independent citrate lyase complex|0009346||IEA;go_function=citrate (pro-3S)-lyase activity|0008815||IEA;go_process=fermentation|0006113||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459064.1;locus_tag=SL1344_RS00300;product=citrate lyase acyl carrier protein;protein_id=WP_000691461.1;transl_table=11	0.18693539482097582	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	70003	70872	.	+	.	ID=gene-SL1344_RS00305;Name=citE;gbkey=Gene;gene=citE;gene_biotype=protein_coding;locus_tag=SL1344_RS00305;old_locus_tag=SL1344_0061	0.06317127135329528	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	70003	70872	.	+	0	ID=cds-WP_001247803.1;Parent=gene-SL1344_RS00305;Dbxref=GenBank:WP_001247803.1;Name=WP_001247803.1;Ontology_term=GO:0006084,GO:0006113,GO:0008815,GO:0005737,GO:0009346;gbkey=CDS;gene=citE;go_component=cytoplasm|0005737||IEA,ATP-independent citrate lyase complex|0009346||IEA;go_function=citrate (pro-3S)-lyase activity|0008815||IEA;go_process=acetyl-CoA metabolic process|0006084||IEA,fermentation|0006113||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459065.1;locus_tag=SL1344_RS00305;product=citrate (pro-3S)-lyase subunit beta;protein_id=WP_001247803.1;transl_table=11	0.06317127135329528	0.0	0.0	0.0
